type,game_name,league_name,matches_count,match_name,num
match,Rainbow Six,APAC South Division Stage 2,0,Order-PIT Knights | 22.07 13:30,0
league,Rainbow Six,Brasileirao,5 матчей,0,3
match,Rainbow Six,Brasileirao,0,FaZe Clan-FURIA | 18.07 19:00,0
match,Rainbow Six,Brasileirao,0,INTZ eSports-W7M | 18.07 20:00,0
match,Rainbow Six,Brasileirao,0,Ninjas in Pyjamas-Santos | 18.07 21:00,0
match,Rainbow Six,Brasileirao,0,Black Dragons-Team One | 18.07 22:00,0
match,Rainbow Six,Brasileirao,0,Team Liquid-MiBR | 18.07 23:00,0
league,Rainbow Six,European League,5 матчей,0,4
match,Rainbow Six,European League,0,Cowana Gaming-Team Secret | 19.07 19:00,0
match,Rainbow Six,European League,0,BDS Esport-Virtus.pro | 19.07 20:15,0
match,Rainbow Six,European League,0,Natus Vincere-Team Empire | 19.07 21:30,0
match,Rainbow Six,European League,0,Team Rogue-G2 Esports | 19.07 22:45,0
match,Rainbow Six,European League,0,Team Vitality-UnKnights | 20.07 0:00,0
league,Rainbow Six,GSA League 2021,3 матча,0,5
match,Rainbow Six,GSA League 2021,0,G2 Esports-GoSkilla | 22.07 21:20,0
match,Rainbow Six,GSA League 2021,0,Team Rogue-GC Esport | 22.07 22:30,0
match,Rainbow Six,GSA League 2021,0,PENTA-Sissi State Punks | 22.07 23:45,0
league,Rainbow Six,Japan League,2 матча,0,6
match,Rainbow Six,Japan League,0,Eva:e-CYCLOPS athlete gaming | 18.07 7:30,0
match,Rainbow Six,Japan League,0,FAV gaming-REJECT | 18.07 11:45,0
league,Rainbow Six,Korean Open 2021,1 матч,0,7
match,Rainbow Six,Korean Open 2021,0,Damwon Gaming-Talon Esports | 18.07 12:00,0
league,Rainbow Six,North American League - 2021 Season - Stage 2,4 матча,0,8
match,Rainbow Six,North American League - 2021 Season - Stage 2,0,Mirage-Disrupt Gaming | 21.07 23:00,0
match,Rainbow Six,North American League - 2021 Season - Stage 2,0,Susquehanna Soniqs-Team SoloMid | 22.07 0:20,0
match,Rainbow Six,North American League - 2021 Season - Stage 2,0,DarkZero Esports-Oxygen | 22.07 1:40,0
match,Rainbow Six,North American League - 2021 Season - Stage 2,0,SpaceStation Gaming-XSET | 22.07 3:00,0
league,Rainbow Six,Oceanic Nationals,4 матча,0,9
match,Rainbow Six,Oceanic Nationals,0,Wildcard Gaming-ROFLCOPTER GG | 23.07 12:00,0
match,Rainbow Six,Oceanic Nationals,0,Knights-Order | 23.07 13:00,0
match,Rainbow Six,Oceanic Nationals,0,Team Bliss-Chiefs Esports Club | 23.07 14:00,0
match,Rainbow Six,Oceanic Nationals,0,LFO-rhythm | 23.07 15:00,0
league,Rainbow Six,Operation League Taiwan,1 матч,0,10
match,Rainbow Six,Operation League Taiwan,0,7th heaven-Velocity9 | 18.07 8:00,0
league,Rainbow Six,Operation Thailand,3 матча,0,11
match,Rainbow Six,Operation Thailand,0,EiEi E-sport-Leibniz Esport | 18.07 15:00,0
match,Rainbow Six,Operation Thailand,0,Intense-200 Degrees | 18.07 16:00,0
match,Rainbow Six,Operation Thailand,0,Coraxus Esport-Yaksar Gaming | 18.07 17:00,0
league,Rainbow Six,UK and Ireland Nationals Season 3,2 матча,0,12
match,Rainbow Six,UK and Ireland Nationals Season 3,0,TENSTAR-MnM Gaming | 22.07 21:45,0
match,Rainbow Six,UK and Ireland Nationals Season 3,0,Victus-Cowana Gaming | 22.07 23:00,0
league,StarCraft II,Alpha,1 матч,0,1
match,StarCraft II,Alpha,0,Clem-trap | 18.07 12:00,0
league,StarCraft II,Global StarCraft II League,2 матча,0,2
match,StarCraft II,Global StarCraft II League,0,Bunny-trap | 19.07 12:30,0
match,StarCraft II,Global StarCraft II League,0,Dark-PartinG | 22.07 12:30,0
league,StarCraft II,PCForMan,2 матча,0,3
match,StarCraft II,PCForMan,0,ByuN-DongRaeGu | 18.07 14:00,0
match,StarCraft II,PCForMan,0,Zoun-Maru | 18.07 15:00,0
league,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,6 матчей,0,1
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,Vision Strikers-GOMA | 18.07 9:00,0
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,F4Q-Noble Experience | 18.07 12:00,0
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,APE Prince-Mujig 100su | 22.07 12:00,0
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,Damwon Gaming-RYU Gaming | 22.07 12:00,0
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,GochuGaru-Alpha Six Gaming | 23.07 9:00,0
match,Valorant,Champions Tour 2021: Korea Stage 3 Challengers,0,World Game Star-Team Unknown | 23.07 9:00,0
league,Valorant,ImbaTV Fearless Invitational Cup,2 матча,0,2
match,Valorant,ImbaTV Fearless Invitational Cup,0,Totoro Gaming-Tales of Eastern | 18.07 12:00,0
match,Valorant,ImbaTV Fearless Invitational Cup,0,KONE-Team Weibo | 18.07 15:00,0
league,Valorant,Liga Movistar - Fibra Pro Shot,1 матч,0,3
match,Valorant,Liga Movistar - Fibra Pro Shot,0,Kaos Latin Gamers-Furious | 20.07 4:00,0
league,WarCraft III,DreamHack Qualifier,3 матча,0,1
match,WarCraft III,DreamHack Qualifier,0,Biko-Hankk | 18.07 18:00,0
match,WarCraft III,DreamHack Qualifier,0,Deathnote-Paladyn | 18.07 18:00,0
match,WarCraft III,DreamHack Qualifier,0,TeRRoR-Darkness | 18.07 18:00,0
league,WarCraft III,Gold League,2 матча,0,2
match,WarCraft III,Gold League,0,Lyn-Colorful | 18.07 11:00,0
match,WarCraft III,Gold League,0,Moon-15sui | 18.07 13:00,0
league,WarCraft III,info League,1 матч,0,3
match,WarCraft III,info League,0,uMaD Gaming-Playing-Ducks | 18.07 19:30,0
